Date Issue,Location,Comment,License Plate,Type,Ticket #
01/02/2024 03:18 PM,BEDFORD ST,NO PARKING HERE TO CORNER WITH ARROW,AGM6588,075 RESTRICTED BY SIGNS,24P1200001
01/02/2024 03:27 PM,WASHINGTON AVE,NO PARKING HERE TO CORNER WITH ARROW,UD2152,075 RESTRICTED BY SIGNS,24P1200002
01/02/2024 04:07 PM,MONROE ST,NO STOPPING STANDING OR PARKING 4:00 P.M.-5:30 P.M. TOW AWAY ZONE,860ZLE,103 STOP/STAND/PARK 4P-5:30P OR 4P-6P,24P1200003
01/02/2024 04:07 PM,MONROE ST,NO STOPPING STANDING OR PARKING 4:00 P.M.-5:30 P.M. TOW AWAY ZONE,860ZLE,TOW TOW FEE,24P1200004
01/02/2024 04:24 PM,REGENT ST,NO STOPPING STANDING OR PARKING 4:00 P.M.-5:30 P.M. TOW AWAY ZONE,16621ER,103 STOP/STAND/PARK 4P-5:30P OR 4P-6P,24P1200005
01/02/2024 04:24 PM,REGENT ST,NO STOPPING STANDING OR PARKING 4:00 P.M.-5:30 P.M. TOW AWAY ZONE,16621ER,TOW TOW FEE,24P1200006
01/02/2024 04:25 PM,REGENT ST,NO STOPPING STANDING OR PARKING 4:00 P.M.-5:30 P.M. TOW AWAY ZONE,MG6677,103 STOP/STAND/PARK 4P-5:30P OR 4P-6P,24P1200007
01/02/2024 05:22 PM,MONROE ST,NO STOPPING STANDING OR PARKING 4:00 P.M.-5:30 P.M. TOW AWAY ZONE,RT4187,103 STOP/STAND/PARK 4P-5:30P OR 4P-6P,24P1200008
01/02/2024 06:02 PM,BROOKS ST,EXPIRED REGISTRATION PER WISCONSIN DOT,ANP4901,050 UNREG.VEH/IMPROPER DISPLAY,24P1200009
01/02/2024 06:05 PM,DELAPLAINE CT,NO PARKING ANYTIME WITH ARROW,ANP5131,046 NO PARKING ANYTIME,24P1200010
01/02/2024 07:11 PM,MIFFLIN ST,NO PARKING ANYTIME WITH ARROW,AMU2957,046 NO PARKING ANYTIME,24P1200011
01/02/2024 07:16 PM,MIFFLIN ST,EXPIRED REGISTRATION PER WISCONSIN DOT,429UUK,050 UNREG.VEH/IMPROPER DISPLAY,24P1200012
01/02/2024 07:20 PM,MARION ST,NO PARKING THIS SIDE,AWA6340,075 RESTRICTED BY SIGNS,24P1200013
01/02/2024 07:22 PM,MARION ST,NO PARKING THIS SIDE,AHS9940,075 RESTRICTED BY SIGNS,24P1200014
01/02/2024 07:23 PM,MARION ST,NO PARKING THIS SIDE,AMH1224,075 RESTRICTED BY SIGNS,24P1200015
01/02/2024 07:26 PM,DAYTON ST,NO STOPPING STANDING OR PARKING WITH ARROW,AEG7423,063 NO STOPPING STANDING OR PARKING,24P1200016
01/02/2024 07:31 PM,DAYTON ST,NO STOPPING STANDING OR PARKING WITH ARROW,AWA6103,063 NO STOPPING STANDING OR PARKING,24P1200017
01/02/2024 07:57 PM,DAYTON ST,NO PARKING HERE TO CORNER WITH ARROW,AVL4823,075 RESTRICTED BY SIGNS,24P1200018
01/02/2024 08:05 PM,DAYTON ST,NO PARKING ANYTIME WITH ARROW,872ZUV,046 NO PARKING ANYTIME,24P1200019
01/02/2024 08:41 PM,BUCKEYE LOT,METERS ENFORCED 24 HOURS DAILY.,345YWT,001 EXPIRED METER (MUN. LOT),24P1200020
01/02/2024 08:42 PM,BUCKEYE LOT,METERS ENFORCED 24 HOURS DAILY.,ASP7602,001 EXPIRED METER (MUN. LOT),24P1200021
01/02/2024 08:44 PM,BUCKEYE LOT,METERS ENFORCED 24 HOURS DAILY.,AGM8915,001 EXPIRED METER (MUN. LOT),24P1200022
01/02/2024 08:46 PM,BUCKEYE LOT,METERS ENFORCED 24 HOURS DAILY.,APH9345,001 EXPIRED METER (MUN. LOT),24P1200023
01/02/2024 08:48 PM,BUCKEYE LOT,METERS ENFORCED 24 HOURS DAILY.,586HBU,001 EXPIRED METER (MUN. LOT),24P1200024
01/02/2024 09:47 PM,BEDFORD ST,NO PARKING HERE TO CORNER WITH ARROW,AVW5725,075 RESTRICTED BY SIGNS,24P1200025
