Date Issue,Location,Comment,License Plate,Type,Ticket #
01/03/2024 10:51 PM,PATERSON ST,2 FEET IN FRONT OF DRIVEWAY,9NQX43,TOW TOW FEE,24P0700001
01/03/2024 10:51 PM,PATERSON ST,2 FEET IN FRONT OF DRIVEWAY,9NQX43,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P0700002
01/04/2024 06:20 PM,NEW BERM CT,NO PARKING FIRE LANE W/ARROWS MFD,ATS5716,014 POSTED FIRE LANE - MFD APPROVED,24P0700003
01/04/2024 06:22 PM,NEW BERM CT,NO PARKING FIRE LANE W/ARROWS MFD,AKC7616,014 POSTED FIRE LANE - MFD APPROVED,24P0700004
01/04/2024 11:11 PM,FELL RD,"NO VEH OVER 10,000 LBS ON RES STREET",PZA2520T,"W040 WARNING - OVER 10,000 LBS IN RES. DISTRICT",24P0700005
01/17/2024 03:40 PM,CHADBOURNE AVE,APPRIXIMATELY 1 FT IN FRONT OF DRIVEWAY APRON,AUM9117,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P0700006
01/17/2024 06:41 PM,CARLING DR,100% IN VIOLATION,ANJ6494,058 NO STOP/STAND/PARK ON SIDEWALK,24P0700007
01/18/2024 03:54 PM,DAYTON ST,SIGN(S) POSTED IN CLEAR VIEW,ASF2084,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700008
01/18/2024 05:28 PM,BUTLER ST,SIGN(S) POSTED IN CLEAR VIEW,AFP5589,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700009
01/18/2024 10:35 PM,GAMMON RD,SIGN(S) PROPERLY POSTED,UD2807,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700010
01/19/2024 06:12 PM,GLENWAY ST,NO PARKING HERE TO CORNER W/ARROW,ALV6414,075 RESTRICTED BY SIGNS,24P0700011
01/19/2024 06:15 PM,GLENWAY ST,NO PARKING HERE TO CORNER W/ARROW,APK4684,075 RESTRICTED BY SIGNS,24P0700012
01/19/2024 09:02 PM,LAKE ST,SIGN(S) POSTED IN CLEAR VIEW,AUJ9714,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700013
01/20/2024 07:54 PM,WEBSTER ST,"NO PARKING 1/20(3PM) -1/21(2PM), 2024",CK39608,TOW TOW FEE,24P0700014
01/20/2024 07:54 PM,WEBSTER ST,"NO PARKING 1/20(3PM) -1/21(2PM), 2024",CK39608,151 RESTRICTED BY TEMP POSTING/BAGGED METER,24P0700015
01/20/2024 07:58 PM,WEBSTER ST,"NO PARKING 1/20(3PM) -1/21(2PM), 2024",PG8317,TOW TOW FEE,24P0700016
01/20/2024 07:58 PM,WEBSTER ST,"NO PARKING 1/20(3PM) -1/21(2PM), 2024",PG8317,151 RESTRICTED BY TEMP POSTING/BAGGED METER,24P0700017
01/20/2024 07:59 PM,WEBSTER ST,"NO PARKING 1/20(3PM) -1/21(2PM), 2024",PG8317,TOW TOW FEE,24P0700018
01/20/2024 07:59 PM,WEBSTER ST,"NO PARKING 1/20(3PM) -1/21(2PM), 2024",PG8317,151 RESTRICTED BY TEMP POSTING/BAGGED METER,24P0700019
01/23/2024 06:12 PM,REGENT ST,"SIGN(S) PROPERLY POSTED, 10 MIN PARKING",ABE6002,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700020
01/24/2024 05:45 PM,ERIN ST,APPROXIMATELY 1 FOOT FROM DRIVEWAY,AUN9630,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P0700021
01/25/2024 04:51 PM,UNIVERSITY AVE,SIGN(S) PROPERLY POSTED,AED7992,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700022
01/25/2024 04:53 PM,UNIVERSITY AVE,SIGN(S) PROPERLY POSTED,CT60525,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700023
01/25/2024 09:04 PM,TRILLIUM CT,CHALKED/NOTED ON 1/23 AT 4:20PM,ATIZ90,TOW TOW FEE,24P0700024
01/25/2024 09:04 PM,TRILLIUM CT,CHALKED/NOTED ON 1/23 AT 4:20PM,ATIZ90,036 ABANDONMENT 48 HRS-PUB/PRIV,24P0700025
01/26/2024 04:49 PM,MAIN ST,SIGN(S) PROPERLY POSTED,RW3072,083 POSTED PRIVATE OR PUBLIC PROPERTY,24P0700026
01/26/2024 06:01 PM,EAST TOWNE MALL,NO PARKING FIRE LANE MFD APPROVED,AMB3021,014 POSTED FIRE LANE - MFD APPROVED,24P0700027
01/26/2024 08:25 PM,MAIN ST,APPROXIMATELY 3 FT FROM DRIVEWAY,898JHY,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P0700028
01/31/2024 03:51 PM,RUSSETT RD,PARKED IN ROAD WITH HAZARDS ON,GPE526,060 NO DOUBLE PARKING,24P0700029
01/31/2024 03:52 PM,RUSSETT RD,PARKED IN ROAD WITH HAZARDS ON AT 3:22PM,GPE526,060 NO DOUBLE PARKING,24P0700030
01/31/2024 03:56 PM,RUSSETT RD,VEH PARKED UNATTENDED AT 3:27PM,AFL1417,075 RESTRICTED BY SIGNS,24P0700031
01/31/2024 04:00 PM,GILBERT RD,VEH PARKED UNATTENDED AT 3:32PM,ASL4343,075 RESTRICTED BY SIGNS,24P0700032
01/31/2024 04:02 PM,GILBERT RD,VEH PARKED UNATTENDED AT 3:33PM,ARD9585,075 RESTRICTED BY SIGNS,24P0700033
01/31/2024 04:24 PM,GILBERT RD,VEH PARKED UNATTENDED AT 3:33PM,AHU4438,075 RESTRICTED BY SIGNS,24P0700034
01/31/2024 04:26 PM,GILBERT RD,VEH PARKED UNATTENDED AT 3:34PM,977YSV,075 RESTRICTED BY SIGNS,24P0700035
01/31/2024 04:30 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING EXCEPT BUSES AT 4:07PM,BP33061,063 NO STOPPING STANDING OR PARKING,24P0700036
01/31/2024 04:33 PM,GILBERT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 3:32PM,ADA8517,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700037
01/31/2024 04:39 PM,GILBERT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 3:33PM,AHT7672,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700038
01/31/2024 04:41 PM,GILBERT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 3:33PM,AHT7672,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700039
01/31/2024 04:41 PM,GILBERT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 3:32PM,ADA8517,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700040
01/31/2024 04:43 PM,GILBERT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 3:33PM,ART9901,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700041
01/31/2024 04:49 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:09PM,AKM8359,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700042
01/31/2024 04:50 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:10PM,ANJ6294,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700043
01/31/2024 04:52 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:10PM,201KKV,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700044
01/31/2024 04:53 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:10PM,585LSU,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700045
01/31/2024 04:56 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:10PM,555NLY,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700046
01/31/2024 04:58 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:11PM,309RNN,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700047
01/31/2024 04:58 PM,RUSSETT RD,NO STOPPING STANDING OR PARKING 7:30A-4:30P AT 4:11PM,617ZLD,104 NO STOP/STAND/PARK SCHOOL ZONE 7:30A-4:30P,24P0700048
02/01/2024 04:27 PM,WOODINGTON WAY,NO STOPPING STANDING OR PARKING W/ARROW AT 3:29PM,APS5049,063 NO STOPPING STANDING OR PARKING,24P0700049
02/01/2024 04:34 PM,WOODINGTON WAY,NSSP 7A-4P ON SCHOOL DAYS AT 3:33PM,ATH1402,156 NO STOP/STAND/PARK SCHOOL ZONE SPECIFIED TIMES,24P0700050
02/01/2024 04:36 PM,WOODINGTON WAY,NSSP 7A-4P ON SCHOOL DAYS AT 3:33PM,AJD6169,156 NO STOP/STAND/PARK SCHOOL ZONE SPECIFIED TIMES,24P0700051
