Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num,Type #
01/02/2024 08:13 AM,ASPEN GROVE LN,CHALKED & NOTED ON 12/27 @6:35 PM CHALK VISIBLE VEHICLE SNOW COVERED,AGC2541,004 STREET STORAGE(48 HR LIMIT),24P1500001,1,004
01/02/2024 11:22 AM,ISLAND DR,EXPIRED REGISTRATION,ASB3034,050 UNREG.VEH/IMPROPER DISPLAY,24P1500002,2,050
01/02/2024 11:42 AM,MASTHEAD DR,EXPIRED REGISTRATION,Not Found,050 UNREG.VEH/IMPROPER DISPLAY,24P1500003,3,050
01/02/2024 01:34 PM,CAMERON DR,EXPIRED REGISTRATION,ANP8323,050 UNREG.VEH/IMPROPER DISPLAY,24P1500004,4,050
01/02/2024 02:04 PM,BRITTA DR,EXPIRED REGISTRATION,ALB6335,050 UNREG.VEH/IMPROPER DISPLAY,24P1500005,5,050
01/03/2024 07:36 AM,MILLS ST,NO PARKING 7:00 A.M. TO 6:00 P.M.,AUX5395,047 NO PARKING SPECIFIED TIMES,24P1500006,6,047
01/03/2024 08:32 AM,GILMAN ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,AMF8862,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500007,7,W05
01/03/2024 08:37 AM,GILMAN ST,EXPIRED REGISTRATION,AMX8341,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500008,8,W05
01/03/2024 08:39 AM,GILMAN ST,EXPIRED REGISTRATION,AKV6861,050 UNREG.VEH/IMPROPER DISPLAY,24P1500009,9,050
01/03/2024 08:41 AM,GILMAN ST,EXPIRED REGISTRATION,AEP7501,050 UNREG.VEH/IMPROPER DISPLAY,24P1500010,10,050
01/03/2024 08:53 AM,GILMAN ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,AAW9166,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500011,11,W05
01/03/2024 09:11 AM,BUTLER ST,EXPIRED REGISTRATION,AMY3346,050 UNREG.VEH/IMPROPER DISPLAY,24P1500012,12,050
01/03/2024 09:14 AM,BUTLER ST,EXPIRED REGISTRATION,AMN2673,050 UNREG.VEH/IMPROPER DISPLAY,24P1500013,13,050
01/03/2024 09:44 AM,HANCOCK ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,ACW1787,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500014,14,W05
01/03/2024 09:49 AM,HANCOCK ST,MONTH/YEAR STICKERS REQUIRED ON PLATE/ EXPIRED 12/31/23,ALJ8165,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500015,15,W05
01/03/2024 09:57 AM,FRANKLIN ST,MONTH/YEAR STICKERS REQUIRED ON PLATE/ EXPIRED 12/31/23,ALJ8165,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500016,16,W05
01/03/2024 09:58 AM,FRANKLIN ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,ACW1787,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500017,17,W05
01/03/2024 10:05 AM,FRANKLIN ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,AKF2210,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500018,18,W05
01/03/2024 10:09 AM,FRANKLIN ST,EXPIRED REGISTRATION,APW8999,050 UNREG.VEH/IMPROPER DISPLAY,24P1500019,19,050
01/03/2024 10:13 AM,FRANKLIN ST,EXPIRED REGISTRATION,AAX8250,050 UNREG.VEH/IMPROPER DISPLAY,24P1500020,20,050
01/03/2024 10:23 AM,FRANKLIN ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,ND1D2W,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500021,21,W05
01/03/2024 11:10 AM,HANCOCK ST,MONTH/YEAR STICKERS REQUIRED ON PLATE,AGM5884,W050 WARNING - UNREG.VEH/IMPROPER DISPLAY,24P1500022,22,W05
01/03/2024 11:36 AM,FRANKLIN ST,YELLOW CURB,ADM3876,033 NO PARKING- YELLOW PAINT ON CURB,24P1500023,23,033
01/03/2024 12:39 PM,GILMAN ST,2-HOUR PARKING 8:00 A.M. TO 6:00 P.M. EXCEPT SATURDAY SUNDAY AND CITY HOLIDAYS,AMF8862,005 2 HR LIMIT DURING POSTED TIMES,24P1500024,24,005
01/03/2024 12:47 PM,GILMAN ST,2-HOUR PARKING 8:00 A.M. TO 6:00 P.M. EXCEPT SATURDAY SUNDAY AND CITY HOLIDAYS/SCOFFLAW,AKV6861,005 2 HR LIMIT DURING POSTED TIMES,24P1500025,25,005
01/03/2024 12:47 PM,GILMAN ST,2-HOUR PARKING 8:00 A.M. TO 6:00 P.M. EXCEPT SATURDAY SUNDAY AND CITY HOLIDAYS/SCOFFLAW,AKV6861,TOW TOW FEE,24P1500026,26,TOW
01/03/2024 12:54 PM,GILMAN ST,2-HOUR PARKING 8:00 A.M. TO 6:00 P.M. EXCEPT SATURDAY SUNDAY AND CITY HOLIDAYS,AWE1901,005 2 HR LIMIT DURING POSTED TIMES,24P1500027,27,005
01/03/2024 01:16 PM,BUTLER ST,2-HOUR PARKING 8:00 A.M. TO 6:00 P.M. EXCEPT SATURDAY SUNDAY AND CITY HOLIDAYS,ASW7553,005 2 HR LIMIT DURING POSTED TIMES,24P1500028,28,005
01/03/2024 01:36 PM,FRANKLIN ST,EXPIRED REGISTRATION,AJP2051,050 UNREG.VEH/IMPROPER DISPLAY,24P1500029,29,050
01/03/2024 01:44 PM,FRANKLIN ST,2-HOUR PARKING 8 A.M. TO 6:00 P.M.,ACW1787,005 2 HR LIMIT DURING POSTED TIMES,24P1500030,30,005
01/03/2024 01:47 PM,FRANKLIN ST,2-HOUR PARKING 8 A.M. TO 6:00 P.M.,ARG4609,005 2 HR LIMIT DURING POSTED TIMES,24P1500031,31,005
01/03/2024 01:54 PM,FRANKLIN ST,2-HOUR PARKING 8 A.M. TO 6:00 P.M.,AVN5214,005 2 HR LIMIT DURING POSTED TIMES,24P1500032,32,005
01/03/2024 02:10 PM,HANCOCK ST,2-HOUR PARKING 8 A.M. TO 6:00 P.M.,AUJ7618,005 2 HR LIMIT DURING POSTED TIMES,24P1500033,33,005
01/03/2024 02:13 PM,HANCOCK ST,2-HOUR PARKING 8 A.M. TO 6:00 P.M.,446HXP,005 2 HR LIMIT DURING POSTED TIMES,24P1500034,34,005
01/03/2024 02:16 PM,HANCOCK ST,2-HOUR PARKING 8 A.M. TO 6:00 P.M.,APF7726,005 2 HR LIMIT DURING POSTED TIMES,24P1500035,35,005
