Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num,Type #
01/02/2024 07:13 AM,WILLIAMSON ST,TOW AWAY ZONE,APM3476,TOW TOW FEE,24P2600001,1,TOW
01/02/2024 07:13 AM,WILLIAMSON ST,TOW AWAY ZONE,APM3476,100 NO STOP/STAND/PARK 7A-8:30A,24P2600002,2,100
01/02/2024 08:03 AM,DICKINSON ST,NO PARKING 7A-830A TUESDAYS,ASM1678,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600003,3,048
01/02/2024 08:31 AM,JENIFER ST,NO PARKING 8A-1130A TUESDAYS,ALP7285,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600004,4,048
01/02/2024 08:40 AM,JENIFER ST,NO PARKING 8A-1130A TUESDAYS,701LSE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600005,5,048
01/02/2024 08:44 AM,JENIFER ST,NO PARKING 8A-1130A TUESDAYS,255YRA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600006,6,048
01/02/2024 08:47 AM,JENIFER ST,NO PARKING 8A-1130A TUESDAYS,247ZBF,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600007,7,048
01/02/2024 08:51 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS,AJV4215,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600008,8,048
01/02/2024 08:52 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS,ANN8327,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600009,9,048
01/02/2024 08:58 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS,206YYR,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600010,10,048
01/02/2024 08:59 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS,ASU7396,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600011,11,048
01/02/2024 09:03 AM,SPAIGHT ST,25 MIN LIMIT,ANW3359,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600012,12,048
01/02/2024 09:08 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS- WARN /PLATES EXPIRED 5/23,AMR6349,050 UNREG.VEH/IMPROPER DISPLAY,24P2600013,13,050
01/02/2024 09:14 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS-,ABC9782,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600014,14,048
01/02/2024 09:18 AM,SPAIGHT ST,NO PARKING 8A-1130A TUESDAYS- WAITED 5 MINUTES NO ACTIVITY,987VKJ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600015,15,048
01/02/2024 09:24 AM,RUTLEDGE ST,NO PARKING 8A-1130A TUESDAYS-,APC6118,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600016,16,048
01/02/2024 09:26 AM,RUTLEDGE ST,NO PARKING 8A-1130A TUESDAYS-,AKT2797,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600017,17,048
01/02/2024 09:28 AM,RUTLEDGE ST,NO PARKING 8A-1130A TUESDAYS-,210JHS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600018,18,048
01/02/2024 09:31 AM,RUTLEDGE ST,NO PARKING 8A-1130A TUESDAYS-,APA9145,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600019,19,048
01/02/2024 09:34 AM,RUTLEDGE ST,NO PARKING 8A-1130A TUESDAYS-,AHJ4945,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600020,20,048
01/02/2024 09:39 AM,RUTLEDGE ST,NO PARKING 8A-1130A TUESDAYS-,ETE9360,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600021,21,048
01/02/2024 09:44 AM,MORRISON ST,NO PARKING 8A-1130A TUESDAYS-,AJE1580,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600022,22,048
01/02/2024 09:46 AM,MORRISON ST,NO PARKING 8A-1130A TUESDAYS-,AMB8350,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600023,23,048
01/02/2024 01:31 PM,LANGDON ST,LOADING ZONE 10 MINUTE LIMIT / MARKED AT 1037 A.M./100 % IN,407YZT,068 LOADING ZONE,24P2600024,24,068
01/03/2024 07:11 AM,WINNEBAGO ST,TOW AWAY ZONE,ARP9116,TOW TOW FEE,24P2600025,25,TOW
01/03/2024 07:11 AM,WINNEBAGO ST,TOW AWAY ZONE,ARP9116,100 NO STOP/STAND/PARK 7A-8:30A,24P2600026,26,100
01/03/2024 07:18 AM,WILLIAMSON ST,TOW AWAY ZONE,AVH3033,TOW TOW FEE,24P2600027,27,TOW
01/03/2024 07:18 AM,WILLIAMSON ST,TOW AWAY ZONE,AVH3033,100 NO STOP/STAND/PARK 7A-8:30A,24P2600028,28,100
01/03/2024 07:22 AM,WILLIAMSON ST,TOW AWAY ZONE,KGX6200,TOW TOW FEE,24P2600029,29,TOW
01/03/2024 07:22 AM,WILLIAMSON ST,TOW AWAY ZONE,KGX6200,100 NO STOP/STAND/PARK 7A-8:30A,24P2600030,30,100
01/03/2024 08:44 AM,HELENA ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,AVZ6762,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600031,31,048
01/03/2024 08:50 AM,HELENA ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,FP241139,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600032,32,048
01/03/2024 08:52 AM,HELENA ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,FP241139,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600033,33,048
01/03/2024 08:55 AM,HELENA ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,258WVJ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600034,34,048
01/03/2024 09:00 AM,JENIFER ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,AMG5578,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600035,35,048
01/03/2024 09:02 AM,JENIFER ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,ABK5164,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600036,36,048
01/03/2024 09:04 AM,JENIFER ST,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,AFL7655,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600037,37,048
01/03/2024 09:11 AM,RIVERSIDE DR,NO PARKING 8:00 A.M. - 11:30 A.M. WEDNESDAYS,AKJ9979,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2600038,38,048
